,PCPseDNC_AA,PCPseDNC_AC,PCPseDNC_AG,PCPseDNC_AT,PCPseDNC_CA,PCPseDNC_CC,PCPseDNC_CG,PCPseDNC_CT,PCPseDNC_GA,PCPseDNC_GC,PCPseDNC_GG,PCPseDNC_GT,PCPseDNC_TA,PCPseDNC_TC,PCPseDNC_TG,PCPseDNC_TT,PCPseDNC_lamada_1,PCPseDNC_lamada_2,PCPseDNC_lamada_3,essentiality_status
0,0.235501022236428,0.21814831533479648,0.18840081778914222,0.14625852959946573,0.26772747791088647,0.2280641478500141,0.2156693572059918,0.18096394340272876,0.19087977591794686,0.2875591429413226,0.18344290153153298,0.16856915275870607,0.09667936702337532,0.158653320243488,0.24045893849403682,0.24045893849403682,0.3787518382901123,0.29952877927494215,0.2694257731173772,0
1,0.23116444129374797,0.19406397540709674,0.20833338536350116,0.20262562138093956,0.21974891332862434,0.22545667731118593,0.21689503133734356,0.19977173938965834,0.26541102518911797,0.24257996925887115,0.18550232943325437,0.14554798155532278,0.11986304363379517,0.19977173938965834,0.22831055930246674,0.20833338536350116,0.3746363275511514,0.29538137417261934,0.2758249568149569,1
2,0.17606056155051758,0.15090905275758665,0.18109086330910387,0.1483939018782933,0.18612116506769014,0.17103025979193132,0.2842120493601215,0.15845450539546585,0.2087575229813282,0.3395453687045701,0.25403023880860426,0.21378782473991445,0.08551512989596546,0.13833329836112115,0.296787803756587,0.15845450539546585,0.39438088636594665,0.2737322094965021,0.28709753696813706,1
3,0.1675471158113444,0.15696519270746992,0.16931076966198988,0.17283807736328163,0.19400192357103016,0.23632961598652805,0.27160269299944234,0.18694730816844746,0.22574769288265356,0.3192213469668771,0.2239840390320077,0.17283807736328163,0.0793644232790577,0.17636538506457297,0.2768936545513796,0.1798926927658643,0.38095623554811053,0.27750117104035366,0.2916665409340305,1
4,0.1366295490502295,0.1490504171457048,0.1366295490502295,0.15215563416957392,0.16457650226504925,0.2204704086946887,0.26394344702885286,0.1956286725037377,0.18010258738439364,0.3726260428642626,0.28878518321980345,0.16768171928891798,0.09315651071606536,0.10247216178767193,0.3198373534584923,0.12731389797862291,0.39130645768714734,0.2851068769705165,0.2806719707685911,0
5,0.2450465690737789,0.2181921505451456,0.2181921505451456,0.20140813896474993,0.2819713945506498,0.12084488337884963,0.20476494128082914,0.15441290653964138,0.24840337138985813,0.2953986038149667,0.2752577899184914,0.1074176741145332,0.1074176741145332,0.12755848801100805,0.22826255749338326,0.12420168569492884,0.38801304260436786,0.2784106611683575,0.2908810027120474,0
6,0.1437695179553199,0.20367348377003627,0.1158143339084522,0.19967988604905534,0.25958385186377214,0.17172470200218762,0.18769909288611214,0.2076670814910176,0.17172470200218762,0.3234814153994698,0.2875390359106398,0.14776311567630085,0.08785914986158408,0.12779512707139537,0.33945580628339433,0.09983994302452767,0.39853105561533564,0.28461034653138356,0.2856769772610408,0
7,0.09003885527600419,0.11459490671491443,0.15552165911309854,0.20463376199091904,0.24556051438910276,0.1309656076741883,0.1923557362714641,0.18826306103164553,0.12278025719455117,0.33150669442528913,0.29876529250674183,0.20463376199091904,0.10231688099545952,0.1800777105520088,0.3151359934660157,0.20054108675110086,0.39786610696018154,0.2968980465194903,0.27897309793023595,0
8,0.22143583061509234,0.24390033517024684,0.17650682150478372,0.17650682150478372,0.2856201293441048,0.25031876504314815,0.1957621111234876,0.18934368125058632,0.18292525137768503,0.2695740546618516,0.1957621111234876,0.13799624226737642,0.12515938252157385,0.15725153188607988,0.22143583061509234,0.20218054099638888,0.3935924447905538,0.2794345428326351,0.28975391576688825,0
9,0.1726858250010772,0.2006202966924276,0.1142773841918892,0.14729085073621276,0.25648924007512924,0.25648924007512924,0.2869632091929664,0.15236984558918548,0.14729085073621276,0.34791114742864077,0.28950270661945277,0.15490934301567183,0.058408440809187584,0.14729085073621276,0.24887074779566973,0.13205386617729417,0.3842704586849018,0.27451762443905825,0.2828233822063677,0
10,0.3006313712264599,0.1829930085726277,0.20913486694014624,0.10456743347007293,0.1568511502051096,0.24834765449142365,0.23527672530766436,0.16992207938886844,0.1829930085726277,0.2614185836751825,0.3006313712264599,0.2222057961239051,0.1437802210213503,0.11763836265383218,0.23527672530766436,0.13070929183759103,0.373761518668344,0.2705057531482941,0.29925193904416847,0
11,0.1620005886112472,0.14700053411020586,0.17100062131187188,0.14400052320999737,0.19500070851353835,0.24900090471728742,0.30300110092103644,0.1650005995114553,0.20400074121416303,0.3270011881227029,0.28800104641999513,0.19800071941374645,0.06300022890437378,0.1890006867131217,0.255000926517704,0.13200047960916414,0.36987400745515386,0.29017041645903646,0.2631866079418494,1
12,0.19196821197423108,0.20796556297208366,0.13197814573228397,0.1519748344795994,0.21596423847101015,0.25195827821617817,0.31994701995705177,0.11598079473443137,0.19196821197423108,0.31994701995705177,0.25195827821617817,0.17997019872584175,0.0839860927387258,0.12397947023335747,0.23996026496778886,0.1359774834817468,0.39614904853171595,0.2827830324856279,0.28802249265069535,1
13,0.19279626658862342,0.11908004701062044,0.15877339601416046,0.2211486587340094,0.20980770187585493,0.19279626658862342,0.2381600940212409,0.15877339601416046,0.15310291758508343,0.3118763135992439,0.2778534430247809,0.19846674501770045,0.1304210038687745,0.17578483130139194,0.27218296459570385,0.113409568581543,0.404111792334409,0.30112486031826946,0.29202438380990575,0
14,0.17863888198409644,0.1981775097011074,0.15072655667408136,0.14514409161207859,0.18701257957710102,0.245628462728133,0.25121092779013615,0.1953862771701056,0.22608983501112248,0.2874969506931558,0.2707495555071467,0.17863888198409644,0.07815451086804207,0.14793532414308,0.2930794157551586,0.20375997476311017,0.3735094407852147,0.2903348454250086,0.26502864413431926,0
15,0.22648786890592415,0.19172461460873585,0.1495873366727499,0.17276283953754198,0.23596875644152113,0.2707320107387094,0.2949609455519013,0.15485449641474833,0.19909863824753354,0.33393792764268854,0.2412359161835191,0.1190378101691602,0.07900739612997351,0.1601216561567463,0.20752609383473067,0.134839289395155,0.37820974725115863,0.290726824243656,0.2748608670392369,0
16,0.1704185353609018,0.18044315508801403,0.12697851654341727,0.1570523757247528,0.26064011290490885,0.3007385918133566,0.2840308922681701,0.16707699545186463,0.15371083581571565,0.3742524698121771,0.2405908734506851,0.13032005645245442,0.05346463854459638,0.1570523757247528,0.24393241335972268,0.09356311745304417,0.3801935930791138,0.288379662401098,0.2619033177060107,0
17,0.20221199823428965,0.19832330596055317,0.12832684503329908,0.13999292185450818,0.2294328441504439,0.2644310746140708,0.27609715143527985,0.19443461368681667,0.1788798445918715,0.3422049200887978,0.29165192053022543,0.12832684503329908,0.05444169183230851,0.15943638322318984,0.24887630551912557,0.14388161412824424,0.3656051965864119,0.2772807758826114,0.27369122859238737,1
18,0.20606655978263363,0.20263211711958992,0.13394326385871191,0.1648532478261068,0.22667321576089702,0.2438454290761163,0.2644520850543797,0.1545499198369753,0.17515657581523872,0.2987965116848187,0.2507143144022041,0.18889434646741432,0.09616439456522881,0.1442465918478434,0.26788652771742383,0.1511154771739312,0.3970910414131539,0.2841617882542757,0.29174748405597883,0
19,0.1574455561873838,0.17192330848047663,0.1574455561873838,0.11039286123483207,0.2081176892132083,0.26783841742221626,0.3022230791183113,0.17554274655374982,0.17554274655374982,0.3728021215471389,0.2660286983855797,0.17192330848047663,0.05610129013573434,0.14115808485765435,0.2605995412756698,0.14115808485765435,0.3742622937469438,0.2821138903649427,0.26603831078426027,1
20,0.19353869262575246,0.1629799516848445,0.14260745772423877,0.15788682819469296,0.1782593221552983,0.20372493960605553,0.28521491544847755,0.1782593221552983,0.22409743356666081,0.3616117678007485,0.29030803893862905,0.1477005812143903,0.06621060537196786,0.11714184027348194,0.30049428591893174,0.10186246980302777,0.37851979354236737,0.2734954320253714,0.28351055152828547,0
21,0.08014577367489198,0.1461481755248033,0.09900360277486658,0.1084325173248541,0.15086263279979686,0.12257588914983514,0.273438521949632,0.22157949192470175,0.12493311778733172,0.3653704388120085,0.33708369516204634,0.2168650346497082,0.077788545037395,0.13436203233731922,0.3347264665245498,0.23100840647468923,0.3829930789889948,0.27571471921911006,0.2589105067845038,1
22,0.11074462370289341,0.24363817214636593,0.19195734775168216,0.19195734775168216,0.2731700718004709,0.2214892474057872,0.2067232975787345,0.1845743728381558,0.2584041219734182,0.32485089619515467,0.21410627249226089,0.11074462370289341,0.09597867387584108,0.09597867387584108,0.29531899654104965,0.07382974913526241,0.39839657844495796,0.2834463507617933,0.27137233393745447,0
23,0.15403347853312785,0.24246010509844212,0.14262359123437773,0.14547606305906527,0.24246010509844212,0.29095212611813054,0.2966570697675056,0.13977111940969023,0.18826314042937864,0.35085403443656915,0.23675516144906705,0.12550876028625216,0.09983651386406438,0.08557415474062632,0.22534527415031652,0.07701673926656373,0.4031592256033304,0.27729011944679355,0.2849983499926724,1
24,0.15720287968551558,0.16271877020079661,0.16547671545843734,0.18754027751956232,0.21511973009596874,0.234425346899453,0.27855247102170294,0.1599608249431563,0.20408794906540628,0.3254375404015936,0.29785808782518763,0.15444493442787485,0.09928602927506242,0.16547671545843734,0.23718329215709374,0.12134959133618738,0.3911870335958965,0.2779972353991534,0.28840848600683267,0
25,0.26234750588224603,0.20789802352932713,0.18809821176462926,0.18809821176462926,0.25739755294107136,0.16334844705875673,0.20294807058815245,0.15839849411758247,0.2276978352940246,0.26234750588224603,0.2524475999998971,0.15839849411758247,0.0989990588234889,0.14849858823523354,0.25739755294107136,0.21284797647050138,0.38496414414354235,0.2825844156383671,0.2775283121686957,0
26,0.23720729754545952,0.18423867770521102,0.13587602480759303,0.16120884299205976,0.20726851241836272,0.27175204961518645,0.3085997851562288,0.17042077687732035,0.20957149588967774,0.3385385702833257,0.2210864132462534,0.11975514050838729,0.06218055372550869,0.1635118264633748,0.2256923801888839,0.1727237603486354,0.37051573801221976,0.2764431649329181,0.2782568019308612,0
