,CKSNAP_AA.gap0,CKSNAP_AC.gap0,CKSNAP_AG.gap0,CKSNAP_AT.gap0,CKSNAP_CA.gap0,CKSNAP_CC.gap0,CKSNAP_CG.gap0,CKSNAP_CT.gap0,CKSNAP_GA.gap0,CKSNAP_GC.gap0,CKSNAP_GG.gap0,CKSNAP_GT.gap0,CKSNAP_TA.gap0,CKSNAP_TC.gap0,CKSNAP_TG.gap0,CKSNAP_TT.gap0,CKSNAP_AA.gap1,CKSNAP_AC.gap1,CKSNAP_AG.gap1,CKSNAP_AT.gap1,CKSNAP_CA.gap1,CKSNAP_CC.gap1,CKSNAP_CG.gap1,CKSNAP_CT.gap1,CKSNAP_GA.gap1,CKSNAP_GC.gap1,CKSNAP_GG.gap1,CKSNAP_GT.gap1,CKSNAP_TA.gap1,CKSNAP_TC.gap1,CKSNAP_TG.gap1,CKSNAP_TT.gap1,CKSNAP_AA.gap2,CKSNAP_AC.gap2,CKSNAP_AG.gap2,CKSNAP_AT.gap2,CKSNAP_CA.gap2,CKSNAP_CC.gap2,CKSNAP_CG.gap2,CKSNAP_CT.gap2,CKSNAP_GA.gap2,CKSNAP_GC.gap2,CKSNAP_GG.gap2,CKSNAP_GT.gap2,CKSNAP_TA.gap2,CKSNAP_TC.gap2,CKSNAP_TG.gap2,CKSNAP_TT.gap2,CKSNAP_AA.gap3,CKSNAP_AC.gap3,CKSNAP_AG.gap3,CKSNAP_AT.gap3,CKSNAP_CA.gap3,CKSNAP_CC.gap3,CKSNAP_CG.gap3,CKSNAP_CT.gap3,CKSNAP_GA.gap3,CKSNAP_GC.gap3,CKSNAP_GG.gap3,CKSNAP_GT.gap3,CKSNAP_TA.gap3,CKSNAP_TC.gap3,CKSNAP_TG.gap3,CKSNAP_TT.gap3,essentiality_status
0,0.14200379718417697,0.13154035949692178,0.11360303774734161,0.08819183193543627,0.16143589574622222,0.13751946674678184,0.13004558268445685,0.10911870730994647,0.11509781455980651,0.17339411024594234,0.11061348412241158,0.1016448232476213,0.05829629568613581,0.09566571599776125,0.14499335080910697,0.14499335080910697,0.16006330466250718,0.13014492995923474,0.09873063652079873,0.08526736790432625,0.09723471778563517,0.12864901122407119,0.21690821659872475,0.0957387990504716,0.12565717375374405,0.14510411731087097,0.09873063652079873,0.13164084869439852,0.09424288031530804,0.13463268616472562,0.08526736790432625,0.13014492995923474,0.1482091779882176,0.10329730587057581,0.11976499231371109,0.10329730587057581,0.10180024346665441,0.1781504260666453,0.13922680356468914,0.11976499231371109,0.12874736673723952,0.13174149154508233,0.13772974116076775,0.10329730587057581,0.0988061186588116,0.1257532419293967,0.10180024346665441,0.11677086750586826,0.1303440805789124,0.10936917106046672,0.12435124928792778,0.10936917106046672,0.12884587275616619,0.1633046526793269,0.12584945711067397,0.12135483364243556,0.12435124928792778,0.12884587275616619,0.12584945711067397,0.12285304146518176,0.09438709283300549,0.137835119692643,0.12285304146518176,0.08839426154202105,0
1,0.1386595523045244,0.11640555008281049,0.12496478170654671,0.12154108905705215,0.13181216700553547,0.13523585965503002,0.13010032068078836,0.11982924273230505,0.15920170820149102,0.14550693760351316,0.11127001110856881,0.08730416256210781,0.07189754563938303,0.11982924273230505,0.13694770597977712,0.12496478170654671,0.11650650892936976,0.14734646717537958,0.14905979818904672,0.08737988169702728,0.11307984690203529,0.10108652980636494,0.18161308744872348,0.12164650197037137,0.16105311528471708,0.12849982602504031,0.10108652980636494,0.11307984690203529,0.11136651588836816,0.14049314312071065,0.07195990257402246,0.13021315703870745,0.14061509897411403,0.1234669161723929,0.13718546241376983,0.09945946024998313,0.12689655273273714,0.1474743720948025,0.12689655273273714,0.11660764305170426,0.11832246133187647,0.1234669161723929,0.14575955381463046,0.11660764305170426,0.11660764305170426,0.1234669161723929,0.09260018712929469,0.12003727961204848,0.12872310982351987,0.13043941795450015,0.12529049356155944,0.11670895290665795,0.15275142365724365,0.12872310982351987,0.12529049356155944,0.10984372038273696,0.12700680169253956,0.12357418543057916,0.13215572608548043,0.12185787729959885,0.09439694720391446,0.13558834234744105,0.12014156916861855,0.10297848785881596,1
2,0.10669040491642365,0.09144891849979184,0.10973870219975014,0.0899247698581286,0.1127869994830766,0.10364210763309736,0.1722287965079412,0.09602136442478136,0.12650433725804536,0.2057600666245317,0.1539390128079829,0.12955263454137164,0.051821053816548585,0.08382817529147583,0.1798495397162572,0.09602136442478136,0.09914879083087783,0.09457269279252963,0.13880830716322898,0.06559073854965754,0.05643854247296112,0.10219952285644335,0.22727953590462774,0.09914879083087783,0.16473952938053554,0.1479605032399254,0.16321416336775266,0.13880830716322898,0.07779366665191947,0.14033367317601167,0.08694586272861587,0.10677562089479156,0.08090902249737104,0.10380780244945718,0.1312863383919606,0.08243560782751007,0.10838755843987445,0.12212682641112625,0.14807877702349045,0.10686097310973543,0.12212682641112625,0.15876487433446404,0.21830170220988812,0.11602048509056978,0.08701536381792734,0.10075463178917914,0.11754707042070899,0.10533438777959621,0.07944594311696584,0.0993074288962073,0.12528014106906155,0.09472400910099774,0.1283357542658679,0.1145854948802392,0.1405582070530934,0.1008352354946105,0.12528014106906155,0.1604196928323349,0.18944801820199547,0.1405582070530934,0.06416787713293395,0.11152988168343282,0.1604196928323349,0.07486252332175627,1
3,0.1014986021618931,0.09508816413061565,0.10256700850043925,0.10470382117753174,0.11752469724008667,0.14316644936519654,0.16453457613612144,0.1132510718859017,0.13675601133391907,0.19338154727686993,0.13568760499537272,0.10470382117753174,0.048078285234580895,0.10684063385462424,0.16773979515176005,0.10897744653171672,0.07910553363134015,0.11117534456296457,0.13469320591282255,0.07803653993361935,0.10155440128347731,0.13790018700598497,0.1849359097057009,0.1143823256561272,0.13041723112193931,0.15286609877407648,0.1560730798672389,0.1314862248196601,0.09300245170171086,0.13683119330826418,0.09514043909715246,0.10689936977208135,0.09412318986884835,0.10588858860245429,0.1026798434932891,0.10054068008717892,0.11658440563300523,0.14974143842771329,0.1636460005674294,0.10909733371161967,0.11123649711772987,0.15615892864604383,0.1657851639735396,0.13797603969410713,0.0823577911352422,0.1272802226635562,0.13797603969410713,0.0834273728382974,0.08133294702681124,0.11557839840652144,0.11771873911775334,0.08882413951612284,0.11878890947336919,0.13912214623007205,0.15838521263115904,0.12306959089583303,0.1380519758744562,0.1359116351632243,0.15624487191992717,0.14019231658568812,0.06528039169257221,0.14875367943061554,0.1380519758744562,0.07919260631557952,1
4,0.0834770334954214,0.09106585472227796,0.0834770334954214,0.092963060028992,0.10055188125584856,0.13470157677670289,0.16126245107070064,0.11952393432298977,0.11003790778941916,0.22766463680569488,0.1764400935244136,0.10244908656256262,0.05691615920142363,0.06260777512156594,0.1954121465915548,0.07778541757527907,0.07786414775501115,0.08166239886501168,0.1329387888500191,0.05887289220500832,0.07216677109001027,0.11014928219001574,0.2316933177100333,0.10255277997001469,0.13103966329501876,0.1842151788350264,0.16522392328502372,0.13483791440501927,0.0702676455350101,0.1405352910700202,0.08735977553001256,0.09495627775001363,0.06273463991411227,0.10265668349582023,0.11976613074512352,0.06653673930284641,0.09315143502398486,0.1482818761606292,0.1729955221874006,0.10265668349582023,0.11026088227328833,0.1577871246324644,0.23002701301841186,0.11786508105075644,0.08554723624651676,0.10835983257892126,0.09315143502398486,0.10455773319018712,0.05518635436294901,0.10846973098924473,0.11608164193585832,0.07231315399282968,0.09895484230597763,0.15414119666892684,0.1712679962988075,0.09134293135936404,0.1332084415657392,0.15794715214223362,0.19790968461195527,0.1274995083557789,0.06470124304621609,0.09705186456932414,0.12940248609243238,0.10085782004263114,0
5,0.14859806714580423,0.13231334745859272,0.13231334745859272,0.1221353976540856,0.17098955671571986,0.07328123859245131,0.12417098761498697,0.09363713820146558,0.1506336571067056,0.1791319165593256,0.16691837679391708,0.06513887874884557,0.06513887874884557,0.07735241851425409,0.13842011734129706,0.0753168285533527,0.20581330369577938,0.13041635085673142,0.1344918618210043,0.06317041994622927,0.07743470832118428,0.09169899669613929,0.20377554821364283,0.08966124121400275,0.16709594953518703,0.1344918618210043,0.14468063923168645,0.11615206248177642,0.08558573024972986,0.1059632850710943,0.07947246380332064,0.08558573024972986,0.16115412364584786,0.12851531379352432,0.1366750162566052,0.10811605763582205,0.1244354625619838,0.08975672709388983,0.1570742724143075,0.0917966527096601,0.16319404926161812,0.14687464433545636,0.16727390049315863,0.0856768758623495,0.08771680147811975,0.0979164295569709,0.09995635517274097,0.06935747093618773,0.14907332748848795,0.1449891267353787,0.13069442409949622,0.1082313199573953,0.13886282560571472,0.11639972146361378,0.13886282560571472,0.06943141280285736,0.15928382937126115,0.12048392221672322,0.16949433125403415,0.11435762108705926,0.08985241656840359,0.07964191468563057,0.12252602259327774,0.0633051116731934,0
6,0.08900812417325056,0.1260948425787717,0.0717009889173407,0.1236223946850703,0.16070911309059144,0.10631525942916042,0.11620505100396607,0.12856729047247312,0.10631525942916042,0.2002682793898138,0.17801624834650132,0.09148057206695197,0.054393853661430826,0.07911833259844493,0.21015807096461944,0.06181119734253506,0.12130748898485576,0.12130748898485576,0.10150218466079763,0.06684290209369588,0.07426989121521779,0.10150218466079763,0.24509064101021874,0.09159953249876848,0.1361614672278992,0.15101544547094284,0.14111279330891388,0.14606411938992833,0.07922121729623229,0.13863713026840646,0.08912386945826124,0.0990265216202904,0.1041132355238327,0.09915546240365013,0.11154989520410646,0.09667657584355893,0.09915546240365013,0.13633876080501894,0.1685642860862052,0.10907100864401509,0.11154989520410646,0.1685642860862052,0.19335315168711786,0.10163434896374132,0.09667657584355893,0.10907100864401509,0.10163434896374132,0.09667657584355893,0.08935626546727903,0.10176685789328986,0.11914168728970524,0.10176685789328986,0.15389134608253596,0.14148075365652496,0.11665956880450307,0.10176685789328986,0.13155227971571626,0.13899863517132277,0.1737482939641535,0.1290701612305141,0.03723177727803291,0.1290701612305141,0.166301938508547,0.07198143607086364,0
7,0.05553423829549942,0.07067993964881744,0.095922775237681,0.12621417794431705,0.1514570135331806,0.08077707388436299,0.11864132726765814,0.11611704370877171,0.0757285067665903,0.2044669682697938,0.1842726997987029,0.12621417794431705,0.06310708897215853,0.11106847659099903,0.19436983403424846,0.12368989438543081,0.07835698844841327,0.10868872591231522,0.1036334363349982,0.055608185350486734,0.06319111971646237,0.07582934365975484,0.21484980703597206,0.11374401548963227,0.10868872591231522,0.1567139768968267,0.1567139768968267,0.1693522008401192,0.09605050196902276,0.12638223943292473,0.11879930506694927,0.15165868731950968,0.06833740450617108,0.09364755432327143,0.0961785693049814,0.08858552435985129,0.07339943446959105,0.11895770414037178,0.15692292886602235,0.11895770414037178,0.12148871912208194,0.13161277904892205,0.2100742434819332,0.12908176406721206,0.08352349439643132,0.12401973410379191,0.12908176406721206,0.1543919138843124,0.07856621939220076,0.05829106600066499,0.09630697860979458,0.11151334365344621,0.08363500774008471,0.1419260737407499,0.14952925626257582,0.09377258443585261,0.11911652617527213,0.14699486208863385,0.16727001548016943,0.15966683295834352,0.0658942485224909,0.11911652617527213,0.1799419863498793,0.12671970869709806,0
8,0.13449801498616176,0.14814274114417825,0.10720856267012899,0.10720856267012899,0.1734829468662087,0.15204123433218292,0.11890404223414314,0.1150055490461383,0.11110705585813364,0.16373671389619707,0.11890404223414314,0.08381760354210087,0.07602061716609136,0.09551308310611482,0.13449801498616176,0.12280253542214781,0.14243644768559288,0.14048526347072166,0.13463171082610828,0.07804736859484543,0.14048526347072166,0.12097342132201032,0.15024118454507746,0.14829000033020626,0.12877815818149488,0.15999710561943303,0.09951039495842777,0.08975447388407219,0.08390092123945882,0.13853407925585068,0.09560802652868558,0.11121750024765474,0.13671879841912968,0.13085942134402406,0.13476567272742782,0.09375003320168888,0.13085942134402406,0.1777344379448686,0.13085942134402406,0.1210937928855149,0.10351566166019825,0.13867192411083157,0.1210937928855149,0.11523441581040929,0.12500004426891845,0.11328129011870741,0.09179690750998702,0.09765628458509264,0.12121440423301034,0.16618103806138532,0.10752890698089637,0.09970862283683102,0.1466303277012223,0.1505404697732548,0.13098975941309185,0.13294483044910815,0.1466303277012223,0.10557383594488003,0.11534919112496153,0.11143904905292885,0.08211298351268438,0.13685497252114084,0.125124546305043,0.08406805454870071,0
9,0.10450939394335185,0.12141532531654106,0.06916062834486524,0.08914036542227059,0.15522718806291969,0.15522718806291969,0.17367002228821707,0.09221417112648693,0.08914036542227059,0.21055569073881186,0.17520692514032526,0.09375107397859508,0.035348765598486605,0.08914036542227059,0.1506164795065954,0.07991894830962201,0.11074733760105109,0.11689996746777619,0.10613286520100736,0.04922103893380044,0.07844603080074439,0.15227758920144524,0.2384144073355961,0.10767102266768853,0.1368960145346325,0.1999604706685645,0.13074338466790758,0.10151839280096343,0.05844998373388809,0.10767102266768853,0.09382760546755714,0.09536576293423832,0.07543129243263298,0.1308502011586493,0.10929840332075413,0.06773422177624193,0.11237723158331063,0.17549321096571782,0.1785720392282743,0.11083781745203239,0.12161371637097995,0.15548082725910092,0.17703262509699605,0.11545605984586695,0.07543129243263298,0.11545605984586695,0.10314074679564113,0.06003715111985085,0.061626914037107065,0.1324978651797803,0.11555046381957582,0.07395229684452856,0.11863180952143117,0.1771773778566829,0.18025872355853823,0.10168440816122667,0.13557921088163563,0.16793334075111693,0.16022997649647844,0.104765753863082,0.06778960544081772,0.100143735310299,0.1124691181177205,0.07395229684452856,0
