,PseEIIP_AAA,PseEIIP_AAC,PseEIIP_AAG,PseEIIP_AAT,PseEIIP_ACA,PseEIIP_ACC,PseEIIP_ACG,PseEIIP_ACT,PseEIIP_AGA,PseEIIP_AGC,PseEIIP_AGG,PseEIIP_AGT,PseEIIP_ATA,PseEIIP_ATC,PseEIIP_ATG,PseEIIP_ATT,PseEIIP_CAA,PseEIIP_CAC,PseEIIP_CAG,PseEIIP_CAT,PseEIIP_CCA,PseEIIP_CCC,PseEIIP_CCG,PseEIIP_CCT,PseEIIP_CGA,PseEIIP_CGC,PseEIIP_CGG,PseEIIP_CGT,PseEIIP_CTA,PseEIIP_CTC,PseEIIP_CTG,PseEIIP_CTT,PseEIIP_GAA,PseEIIP_GAC,PseEIIP_GAG,PseEIIP_GAT,PseEIIP_GCA,PseEIIP_GCC,PseEIIP_GCG,PseEIIP_GCT,PseEIIP_GGA,PseEIIP_GGC,PseEIIP_GGG,PseEIIP_GGT,PseEIIP_GTA,PseEIIP_GTC,PseEIIP_GTG,PseEIIP_GTT,PseEIIP_TAA,PseEIIP_TAC,PseEIIP_TAG,PseEIIP_TAT,PseEIIP_TCA,PseEIIP_TCC,PseEIIP_TCG,PseEIIP_TCT,PseEIIP_TGA,PseEIIP_TGC,PseEIIP_TGG,PseEIIP_TGT,PseEIIP_TTA,PseEIIP_TTC,PseEIIP_TTG,PseEIIP_TTT,essentiality_status
0,0.2249497970196953,0.1632154542285753,0.07813105940763468,0.08452061086851137,0.18739552152169897,0.15425755365107274,0.07467631663246453,0.11092449264066409,0.10417474587684557,0.11734849756530026,0.0944526048304916,0.06924049969111533,0.1086693568309429,0.0801121335738117,0.08521907654291118,0.07385569776836981,0.1148553196423301,0.1851090643812857,0.22402894989739364,0.10476202082729442,0.13574664721294216,0.132207336844908,0.18561646993847367,0.09431635704198738,0.11201447494869579,0.15286062230227315,0.11095268183828473,0.07632068649371931,0.018487415440108974,0.044014299952927716,0.24531649230124064,0.11303868246227794,0.14063590693374078,0.10668045233209132,0.053972917045994905,0.09587146111077507,0.16535470111474249,0.18015716199910692,0.1340678238879279,0.12538398495396746,0.0854571186561581,0.13869085229785694,0.022720493282939805,0.08768876346786172,0.03728334598752364,0.07632068649371931,0.08768876346786172,0.1524221236726041,0.06640905139668722,0.06778718994707239,0.03728334598752364,0.06154641480697552,0.14789932352088614,0.08174084276972145,0.05451477606694237,0.10675875565881852,0.09054526882684313,0.19625319384099252,0.10614955577688578,0.11431659275445206,0.06770105628767266,0.18839780410379728,0.09254200365836722,0.244611762360702,0
1,0.13851483131751932,0.12022940781819509,0.18891151055322947,0.08475788487762428,0.1131570897112423,0.173253471552705,0.099847939781474,0.08651680337054557,0.10359663481951158,0.14977190967221313,0.09997985866844315,0.0810073576328225,0.10594735609702982,0.15140440589845372,0.13085803925302225,0.10080801612552774,0.12730172592514785,0.10106452507241126,0.1372909171995273,0.16582387312687868,0.15881568225664627,0.10311659664748576,0.18522511054514804,0.10298834217404294,0.11856942849050171,0.13412852832579614,0.12439951041182866,0.0829128526668204,0.050468135299483165,0.07356310155288873,0.20409317579525235,0.15429013155090335,0.20109934994375997,0.1684933983812387,0.08945566301913446,0.0997013632403974,0.14353141343586914,0.14690267388063516,0.10817348731463372,0.12118032312842981,0.14207664126568426,0.07031276675451074,0.03101193167831036,0.09719123997445932,0.06854468722777256,0.07653494092321883,0.08099269997871504,0.08279375922719659,0.07063157073135251,0.07209733614212062,0.018694005607572797,0.1368108790275015,0.11535573782739342,0.1324135827951993,0.07015702917961726,0.18367872803679003,0.18694005607574699,0.17220361707724446,0.0863922133106291,0.04458125496848852,0.06480515322355189,0.1983730262797323,0.07642500851741191,0.18344970219135714,1
2,0.15196036577832073,0.08405391484519438,0.11699541124506867,0.07748772620045305,0.0711225433305499,0.11219472332266205,0.13121991991117907,0.05932182929937362,0.09471057100791283,0.13121991991117907,0.0914040260118103,0.0740589026913238,0.08394503671715729,0.05932182929937362,0.15951148271977483,0.05924645213380852,0.0711225433305499,0.09239565450101579,0.1711564172754503,0.12523497296534572,0.03959813764329249,0.08753801494240428,0.20437262156760366,0.09415445503085779,0.09698863645608732,0.18685496829038037,0.21756865068578604,0.116616850369121,0.019773943099791205,0.053802545731918436,0.23323370073824412,0.08060331571045856,0.1671363017786698,0.11410427818363215,0.08178254958951471,0.08545258002845103,0.2282085563672664,0.12846279069963676,0.22745813480786797,0.1574327479983143,0.12026845527869712,0.18295545625850235,0.04455292999307359,0.1382182709718245,0.0740589026913238,0.10495516533220954,0.16290010507393518,0.12227181283459254,0.032286552583521234,0.0856870867657633,0.02278735467425235,0.0789952695117447,0.11205234423215088,0.10760509146383687,0.05247758266610477,0.08732025868633012,0.1367241280455204,0.25072622829361235,0.1332819041514015,0.13973921466810577,0.03291469562989292,0.13433885951743094,0.0989819437232416,0.14087992244031725,1
3,0.08804193745118717,0.09889578476659806,0.13169490019484334,0.0808099211605552,0.08091473299085372,0.11929915439814483,0.10313018271068042,0.08706951658119119,0.06972082951491683,0.12296291015504186,0.10368452083537169,0.06337156175057845,0.0808099211605552,0.11456515339630455,0.13862529132939286,0.09153566512782225,0.09889578476659806,0.11012229636751666,0.16262836504376477,0.10539994112460012,0.1330644414440839,0.11703987716725309,0.2070452895727114,0.13559739400964457,0.14279563759940334,0.23546327049445553,0.10313484101424863,0.1216166604236445,0.036660849086815675,0.10286698855903939,0.20674832272019716,0.11674873319420069,0.18204883262228339,0.12296291015504186,0.056859253361333614,0.13070384611057032,0.1269294556439129,0.19892586645221338,0.20970751006230745,0.15810165855073852,0.11371850672266723,0.154702261521374,0.05631889014734697,0.09609614432172177,0.03564650348469945,0.07296999625418586,0.1647362474086674,0.09310551343052341,0.026936640386851732,0.054991273630224574,0.015842890437643024,0.10526601489699657,0.1420607902114179,0.15897625504578933,0.06486221889260942,0.08872903722759261,0.1584289043764493,0.19053276799704427,0.15787223709997286,0.0971535792318498,0.04576783256391007,0.16344822647188223,0.09310551343052341,0.1585802992424384,1
4,0.07689012900361714,0.10207266331750153,0.09471724780223487,0.054891008760916356,0.08636917665327085,0.08815921140256082,0.110851970110614,0.08004303111884656,0.060889659301436416,0.09006722571487362,0.09931438249927754,0.034590387399642986,0.08625729948143884,0.048025818671307535,0.15911578203836016,0.07194719213909977,0.04711045999269209,0.08014473763869183,0.1316367145063544,0.1440774560139226,0.11220263269416977,0.12265806293434325,0.23400229260101205,0.07350330189274501,0.10392372197869987,0.1914564212190095,0.18014258795133503,0.09205050285187141,0.02401290933565276,0.04900220126182933,0.2832323164672973,0.11419608048315229,0.16913794250399228,0.09699547384678574,0.02921011249978633,0.08993500723907417,0.1385649626382665,0.2623662068556811,0.19215209381475684,0.219505045262156,0.07594629249944647,0.21617110554160243,0.10820760059461493,0.1318808101539838,0.07609885227921537,0.07080807911682432,0.16784830383234287,0.03535318629848752,0.02352471804039186,0.08804733423073081,0.04150846487957239,0.07994132459899927,0.06403442489507605,0.06533626834910512,0.028323231646728123,0.10603921759149712,0.14527962707850334,0.3115555481140274,0.14386997471343616,0.09898892163576825,0.03997066229949964,0.0897254918081908,0.08484764711637366,0.10590699911569768,0
5,0.22197232567394237,0.14271824427517116,0.12297432136249309,0.092227478642009,0.2602509160311966,0.08569184432248973,0.12593221243555305,0.059908168829008596,0.16637702301984264,0.15556332124391956,0.09369554957900603,0.04438141561534687,0.1676863248036535,0.13693295732345084,0.12574734424348655,0.05983204663227581,0.10913748091630819,0.12853776648373358,0.2740877564773815,0.16260788682159827,0.08569184432248973,0.06120224617347208,0.11372656191936575,0.0349292137009933,0.08889332642509543,0.12889010350861302,0.14766836198273495,0.06813806575581911,0.025674929498145375,0.05239382055149199,0.18927240487727598,0.10465714590858434,0.16637702301984264,0.15556332124391956,0.056217329747403205,0.15533495465371916,0.22223331606274166,0.11372656191936575,0.13482763485380095,0.16655971629200295,0.1374201393825423,0.17334981624060294,0.1156970393548016,0.07050437861426627,0.05177831821790503,0.022712688585273037,0.1217802903337345,0.022680064786672106,0.08384316240182675,0.10269971799258762,0.01479380520511426,0.06837948186545866,0.11125802782530345,0.0349292137009933,0.06056716956072741,0.11337857473429867,0.12574734424348655,0.17413061248709463,0.1410087572285346,0.04536012957334625,0.01709487046636364,0.11337857473429867,0.05292015116890294,0.13065831339273087,0
6,0.11622494766754327,0.1384655240730615,0.03408855167039245,0.05926549910825163,0.1780271023796505,0.14133527586732123,0.06981696150893275,0.1109082200129981,0.0596549654231863,0.08727120188616594,0.07358863529567557,0.017428617593354585,0.11853099821650326,0.1109082200129981,0.16557186713688235,0.08055803251030688,0.118684734919767,0.14133527586732123,0.17454240377233388,0.1915687436588174,0.10095376847665828,0.1133039503055283,0.1339815368945286,0.0720128340872193,0.05236272113169956,0.11611733197525943,0.1739684534134815,0.0445964553384833,0.020165130911453843,0.030862643180235717,0.36569093377556466,0.06164841800884153,0.0596549654231863,0.10472544226340111,0.03679431764783778,0.15685755834020504,0.23563224509265102,0.11611733197525943,0.13614922441055083,0.20514369455702397,0.11774181647308131,0.1966599908152403,0.11771619368920466,0.08306137849512286,0.0435715439833904,0.0891929106769666,0.11326551612971335,0.062345357730305646,0.04938791592354171,0.1109082200129981,0.0,0.06041852438272966,0.10082565455727119,0.051437738633727505,0.05351574640617957,0.11302209968287746,0.12200032315349195,0.28541731416629434,0.15102068817295047,0.16922311383940106,0.03020926219136385,0.08219789067845669,0.0890647967575795,0.041047699771473115,0
7,0.06055488701092077,0.051530393267671316,0.06216220808590138,0.0411709152428736,0.10306078653534263,0.09467708524723377,0.06365739048123278,0.0210126525915322,0.06216220808590138,0.12731478096246757,0.09968594627159427,0.02724168924922419,0.0823418304857492,0.15759489443649252,0.1271278831630509,0.1364086938883574,0.08244862922827331,0.09467708524723377,0.21825391022137383,0.1996201996195569,0.10519676138581463,0.021466547247256124,0.11169012493125431,0.0857593902465064,0.0363756517035613,0.1675351873968825,0.13398970237019683,0.07435328454497811,0.0315189788872973,0.0107199237808133,0.29741313817991843,0.10706573937997939,0.053281892645057755,0.05456347755534296,0.03834074856599795,0.11804732007997684,0.19097217144370238,0.14892016657500642,0.1576349439649378,0.22305985363493833,0.053677047992395525,0.22857066874916074,0.1226636957255611,0.1416311523977661,0.08172506774767456,0.10223576624934691,0.1416311523977661,0.11136972870368402,0.020585457621435797,0.0840506103661288,0.018161126166150128,0.1364086938883574,0.1996201996195569,0.053599618904066504,0.07435328454497811,0.12847888725597645,0.10896675699690075,0.18588321136244929,0.18884153653035546,0.19489702523144653,0.05246488226475269,0.18201175694596614,0.12065053942899052,0.14970513733255486,0
8,0.17927579310280034,0.1512317306896627,0.10973476657187187,0.08744179901684206,0.21490824887478494,0.14624153723085587,0.12642098370768876,0.1054848538782343,0.07544265201816139,0.14749114765896917,0.07698919957770894,0.06311769900027041,0.09539105347291804,0.11359907340732861,0.15428770866732905,0.05672736448421892,0.1989891193285054,0.12999247753853763,0.15451453564273002,0.2109697077564686,0.20311324615396553,0.13263191870683286,0.15814376724913726,0.12418776903170191,0.10535081975640627,0.14376706113557894,0.09130816791571093,0.07895847013686814,0.056799536703664305,0.0827918460211346,0.12920476931487476,0.19845298284119536,0.12345161239335688,0.14046775967520836,0.05922246121362337,0.06311769900027041,0.1334443716914496,0.24440400393048298,0.08522095672133007,0.12202672657515835,0.09475593794179658,0.133918646276377,0.07479103997973871,0.048615207018536735,0.09117000966705864,0.0430682564382902,0.07292281052780511,0.08601278907181925,0.023847763368227956,0.17039861011099497,0.049091543666876285,0.0648312736962505,0.14605595152370998,0.0827918460211346,0.050246299178006625,0.11576423999069643,0.10519616500045274,0.15073889753401987,0.10938421579170766,0.10751598633977408,0.05672736448421892,0.1571086114159459,0.12185145118507729,0.16517127935972234,0
9,0.17928407718958536,0.12626099944386032,0.05439690209200484,0.0567438520168993,0.15782624930482492,0.17398504042536048,0.11698114308577111,0.03861427716152255,0.048957211882802956,0.08355795934697881,0.06106322118181181,0.03893647168082755,0.0567438520168993,0.09009998004355195,0.13905882743153183,0.0642753533438303,0.1199479494716678,0.15465336926698645,0.1615453880708262,0.1866356729473593,0.12243391733636436,0.15779353920134254,0.25656169666785406,0.08536519256440805,0.06127583685445125,0.2337562125196005,0.2076044847850491,0.10247748320146932,0.01287142572050685,0.06566553274185127,0.21634135342532324,0.06558375748314534,0.09791442376560791,0.13926326557829866,0.014091512580418264,0.06674823716713352,0.22282122492527948,0.2166520994084098,0.16415238331841073,0.1423298377798174,0.09864058806292784,0.24622857497761716,0.09491163626588102,0.08675700746760394,0.055623530972611926,0.09109109617908273,0.11567600995680392,0.06253517583854072,0.012609744892643843,0.06435712860253624,0.016687059291782377,0.05142028267506264,0.10940711862431421,0.07879863929022113,0.07401151564550384,0.10493401197303133,0.09456000265344149,0.17079580533578087,0.16387434743880658,0.09664527175047294,0.01285507066876566,0.11805076346966001,0.06253517583854072,0.13755416267131854,0
